society_id,society_name,society_xd_id,language_glottocode,language_name,language_family,variable_id,code,code_label,focal_year,sub_case,comment
Nd28,Toedokado,xd1161,sout2967,South Northern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd29,Tunava (Deep Springs and Fish Lake),xd1162,mono1275,Mono (USA),Uto-Aztecan,EA023,7,No first/second cousins,1870,including the Deep Springs Valley and Fish Lake Valley groups,
Nd3,Havasupai,xd1163,hava1249,Havasupai,Cochimi-Yuman,EA023,7,No first/second cousins,1870,Havasupai Tribe,
Nd30,Eastern Mono,xd1164,mono1275,Mono (USA),Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd31,Koso,xd1165,pana1305,Panamint,Uto-Aztecan,EA023,7,No first/second cousins,1850,,
Nd32,Tümpisa Shoshone (Saline and Panamint),xd1166,pana1305,Panamint,Uto-Aztecan,EA023,7,No first/second cousins,1850,with special reference to those of Saline Valley,
Nd33,Beatty,xd1167,pana1305,Panamint,Uto-Aztecan,EA023,7,No first/second cousins,1870,including the Belted Range group,
Nd34,Lida Shoshoni,xd1168,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd35,Mahaguaduka,xd1169,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,,"The preferred marriage is with a pseudo-cross cousin, i.e., a stepchild of either MoBr or FaSi"
Nd36,Wiyambituka,xd1170,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,,But marriage was preferred with a stepdaughter of FaSi
Nd37,Railroad Valley Shoshoni,xd1171,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd39,Spring Valley Shoshoni,xd995,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,including the Shoshoni of Snake and Antelope Valleys,But marriage was preferred with a stepdaughter of FaSi
Nd4,Sanpoil,xd1174,sanp1257,Sanpoil,Salishan,EA023,7,No first/second cousins,1870,,
Nd40,Tubaduka,xd1175,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd41,Wadaduka,xd1176,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,,But marriage was preferred with a stepdaughter of FaSi
Nd44,Yahanduka,xd1179,west2622,Western Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1850,,But marriage was preferred with a stepdaughter of FaSi
Nd46,Agaiduka,xd1182,nort2955,Northern Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nd47,Tukudika,xd1181,nort2955,Northern Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1850,,
Nd49,Antarianunts,xd1184,utee1244,Ute,Uto-Aztecan,EA023,7,No first/second cousins,1860,including the Kaiparowits band,
Nd5,Hukundika,xd1185,nort2955,Northern Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nd50,Panguitch,xd1186,utee1244,Ute,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nd51,Moapa,xd1187,sout2969,Southern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nd52,Shivwits,xd1188,sout2969,Southern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1860,"including the Suwuntsu (St. George), Gunlock, and Uinkaret groups of Southern Paiute",
Nd53,Southern Paiute (Kaibab),xd1189,sout2969,Southern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nd54,Chemehuevi,xd1190,chem1251,Chemehuevi,Uto-Aztecan,EA023,7,No first/second cousins,1860,Colorado River Reservation,
Nd55,Southern Paiute (Las Vegas),xd1189,sout2969,Southern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1860,"including the Pahrump, Ash Medows, and Tule Springs groups",
Nd56,San Juan,xd1192,sout2969,Southern Paiute,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nd58,Uintah Ute,xd1194,utee1244,Ute,Uto-Aztecan,EA023,7,No first/second cousins,1860,,
Nd6,Washo,xd1196,wash1253,Washo,,EA023,7,No first/second cousins,1850,,
Nd64,Wind River Eastern Shoshone,xd1201,nort2955,Northern Shoshoni,Uto-Aztecan,EA023,7,No first/second cousins,1860,with special reference to the Kucundika,
Nd66,Yavapai,xd1203,yava1252,Yavapai,Cochimi-Yuman,EA023,7,No first/second cousins,1870,with exdlusive reference to the Northeastern Yavapai,
Nd7,Kutenai,xd1205,kute1249,Kutenai,,EA023,7,No first/second cousins,1880,Lower or eastern branch,
Nd8,Chilcotin,xd1206,chil1280,Chilcotin,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1880,with special reference to the Alexis Creek and Redstone bands,
Nd9,Lillooet,xd1207,lill1248,Lillooet,Salishan,EA023,7,No first/second cousins,1860,,"But 'any first cousins' (code ""10"") today"
Ne1,Gros Ventre,xd1208,gros1243,Gros Ventre,Algic,EA023,7,No first/second cousins,1880,Gros Ventre Tribe,
Ne11,Assiniboine,xd1210,assi1247,Assiniboine,Siouan,EA023,7,No first/second cousins,1870,,
Ne12,Blackfoot,xd1211,pieg1239,Piegan,Algic,EA023,7,No first/second cousins,1850,,
Ne2,Kiowa Apache,xd1219,kiow1264,Kiowa Apache,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1870,,
Ne5,Cheyenne,xd1224,chey1247,Cheyenne,Algic,EA023,7,No first/second cousins,1860,,
Ne9,Arapaho,xd1228,arap1274,Arapaho,Algic,EA023,7,No first/second cousins,1860,,
Nf13,Shawnee,xd1233,shaw1249,Shawnee,Algic,EA023,7,No first/second cousins,1820,with special reference to the Kiskopotha band,
Nf14,Caddo,xd1234,cadd1256,Caddo,Caddoan,EA023,7,No first/second cousins,,,
Nf15,Kickapoo,xd1235,kick1244,Kickapoo,Algic,EA023,7,No first/second cousins,1870,,
Nf3,Omaha,xd1237,omah1248,Omaha,Siouan,EA023,7,No first/second cousins,1850,Omaha Tribe,
Nf7,Fox,xd1241,mesk1242,Meskwaki,Algic,EA023,7,No first/second cousins,1830,Tama Reservation,
Nf8,Hasinai,xd1242,cadd1256,Caddo,Caddoan,EA023,7,No first/second cousins,1770,,
Ng1,Huron,xd1244,wyan1247,Wyandot,Iroquoian,EA023,7,No first/second cousins,1640,Bear and Cord Subtribes,
Ng12,Choctaw,xd1247,choc1276,Choctaw,Muskogean,EA023,7,No first/second cousins,1760,,
Ng14,Chickasaw,xd1249,chic1270,Chickasaw,Muskogean,EA023,7,No first/second cousins,,,
Ng3,Muscogee,xd1252,cree1270,Creek,Muskogean,EA023,7,No first/second cousins,1750,Upper division in Alabama,
Ng7,Natchez,xd1256,natc1249,Natchez,,EA023,7,No first/second cousins,1700,Natchez Kingdom,
Nh1,Chiricahua,xd1259,mesc1238,Mescalero-Chiricahua Apache,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1880,Central band,
Nh10,Isleta,xd1260,sout2961,Southern Tiwa,Kiowa-Tanoan,EA023,7,No first/second cousins,1920,,
Nh11,San Ildefonso,xd1261,sani1273,San Ildefonso,Kiowa-Tanoan,EA023,7,No first/second cousins,1900,with special reference to the pueblo of San Ildefonso,
Nh15,Mescalero,xd1265,mesc1238,Mescalero-Chiricahua Apache,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1870,,
Nh17,Western Apache,xd1267,west2615,Western Apache,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1870,,
Nh18,Hopi,xd1268,hopi1249,Hopi,Uto-Aztecan,EA023,7,No first/second cousins,1920,Old Oraiibi,
Nh19,Cocopa,xd1269,coco1261,Cocopa,Cochimi-Yuman,EA023,7,No first/second cousins,1850,,
Nh2,Hano,xd1270,ariz1237,Arizona Tewa,Kiowa-Tanoan,EA023,7,No first/second cousins,1950,,
Nh20,Kamia,xd1271,kumi1248,Tipai,Cochimi-Yuman,EA023,7,No first/second cousins,1860,,
Nh21,Mojave,xd1272,moha1256,Mohave,Cochimi-Yuman,EA023,7,No first/second cousins,1850,Fort Mohave and Colorado River Reservation,
Nh22,Quechan,xd1273,quec1382,Quechan,Cochimi-Yuman,EA023,7,No first/second cousins,1860,,
Nh3,Navajo,xd1279,nava1243,Navajo,Athabaskan-Eyak-Tlingit,EA023,7,No first/second cousins,1930,,
Nh5,Maricopa,xd1281,mari1440,Maricopa,Cochimi-Yuman,EA023,7,No first/second cousins,1850,,
Nh6,Taos,xd1282,taos1236,Taos,Kiowa-Tanoan,EA023,7,No first/second cousins,1890,,
Nh7,Cochiti,xd1283,coch1273,Cochiti,Keresan,EA023,7,No first/second cousins,1890,,
Nh8,Jemez,xd1284,jeme1245,Towa,Kiowa-Tanoan,EA023,7,No first/second cousins,1920,,
Ni2,Tohono O'odham,xd1287,toho1246,Tohono O'odam,Uto-Aztecan,EA023,7,No first/second cousins,1930,,
Ni6,Pima,xd1291,akim1239,Akimel O'odham,Uto-Aztecan,EA023,7,No first/second cousins,1840,,
Ni7,Yaqui,xd1292,yaqu1251,Yaqui,Uto-Aztecan,EA023,7,No first/second cousins,1870,,
Nj1,Chinantec,xd1295,ojit1237,Ojitlán Chinantec,Otomanguean,EA023,7,No first/second cousins,1940,Ojitlan,
Nj5,Mazateco,xd1304,huau1238,Huautla Mazatec,Otomanguean,EA023,7,No first/second cousins,1940,,
Sa8,Mam,xd1324,mamm1241,Mam,Mayan,EA023,7,No first/second cousins,1930,with special reference to the village of Santiago Chimaltenango,
Sg1,Yahgan,xd1383,yama1264,Yámana,,EA023,7,No first/second cousins,1870,Eastern and central,
Sg3,Ona,xd1385,onaa1245,Selk'nam,Chonan,EA023,7,No first/second cousins,1880,with special reference to the Shelknam,
Sh3,Abipón,xd1390,abip1241,Abipon,Guaicuruan,EA023,7,No first/second cousins,1800,Those in contact with mission,
ch12,Bashkir,xd549,bash1264,Bashkir,Turkic,EA023,7,No first/second cousins,1899,with special reference to the Birskij Uezd Bashkir,
ch14,Chuvash,xd551,chuv1255,Chuvash,Turkic,EA023,7,No first/second cousins,1908,with special reference to the Virjal group,
ch15,Erzya Mordvins,xd552,erzy1239,Erzya,Uralic,EA023,7,No first/second cousins,1895,with special reference to those of the Boklinskij Uezd,
ch17,Gagauz,xd554,gaga1249,Gagauz,Turkic,EA023,7,No first/second cousins,1894,with special reference to those of the Benderskij Uezd,
ch18,Ingrians,xd555,ingr1248,Ingrian,Uralic,EA023,7,No first/second cousins,1927,"with special reference to those of the Kingisepp Rajon, the Leningrad Region",
ch24,Livs,xd562,livv1244,Liv,Uralic,EA023,7,No first/second cousins,1847,with special reference to the Northwest Courland,
ch26,Udmurt,xd564,sout2681,South Udmurt,Uralic,EA023,7,No first/second cousins,1890,with special reference to those of the Sarapul'skij Uezd,
ch27,Veps,xd565,veps1250,Veps,Uralic,EA023,7,No first/second cousins,1900,with special reference to the Petrozavodskij Uezd Veps,
ch28,Votes,xd566,voti1245,Votic,Uralic,EA023,7,No first/second cousins,1900,with special reference to those of the Yamburg Uezd,
ec12,Nganasan,xd620,ngan1291,Nganasan,Uralic,EA023,7,No first/second cousins,1930,Avam (Western) group,
ec14,Ungazikmit,xd622,cent2128,Central Siberian Yupik,Eskimo-Aleut,EA023,7,No first/second cousins,1880,those of South-Eastern Chukotka,
ec15,Mansi,xd623,mans1258,Northern Mansi,Uralic,EA023,7,No first/second cousins,1880,Middle Northern Sos'va group,
Aa2,Dorobo,xd2,okie1245,Okiek,Nilotic,EA023,8,No first cousins,1920,with special reference to Central Dorobo,
Aa7,Naron,xd7,naro1249,Naro,Khoe-Kwadi,EA023,8,No first cousins,1910,,
Ab10,Pondo,xd11,mpon1252,Mpondo,Atlantic-Congo,EA023,8,No first cousins,1936,,
Ab11,Xhosa,xd12,xesi1238,Xesibe,Atlantic-Congo,EA023,8,No first cousins,1850,,
Ab17,Ndau,xd18,ndau1241,Ndau,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ab18,Shona,xd19,shon1251,Shona,Atlantic-Congo,EA023,8,No first cousins,1920,with special reference to the Zezuru,
Ab21b,Bomvana,xd24,bomv1238,Bomvana,Atlantic-Congo,EA023,8,No first cousins,1925,,
Ab22,Chopi,xd25,copi1238,Copi,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ac22,Dzing,xd47,ding1239,Ding,Atlantic-Congo,EA023,8,No first cousins,1930,,
Ac23,Lele,xd48,lele1265,Lele (Democratic Republic of Congo),Atlantic-Congo,EA023,8,No first cousins,1950,with special reference to the western Lele,The preferred marriage is with a MoBrDaDa
Ac24,Sakata,xd49,saka1287,Sakata,Atlantic-Congo,EA023,8,No first cousins,1910,,"Inferred from statement that ""close relatives cannot marry"""
Ac26,Yanzi,xd51,yans1239,Yansi,Atlantic-Congo,EA023,8,No first cousins,1920,,The preferred marriage is with a MoBrDaDa
Ac8,Yombe,xd74,yomb1244,Yombe,Atlantic-Congo,EA023,8,No first cousins,1930,,
Ad10,Shambaa,xd77,sham1280,Shambala,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ad12,Gusii,xd79,gusi1247,Gusii,Atlantic-Congo,EA023,8,No first cousins,1940,,
Ad16,Ngonde,xd83,ngon1268,Ngonde,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ad18,Bende,xd85,bend1258,Bende,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ad19,Fipa,xd86,fipa1238,Fipa,Atlantic-Congo,EA023,8,No first cousins,1910,,But marriage is preferred with a classificatory FaSiDa
Ad2,Nyoro,xd87,nyor1246,Nyoro,Atlantic-Congo,EA023,8,No first cousins,1950,,
Ad26,Turu,xd94,nyat1246,Nyaturu,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ad30,Digo,xd99,digo1243,Digo,Atlantic-Congo,EA023,8,No first cousins,1890,,
Ad31,Duruma,xd100,duru1249,Duruma,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ad32,Giriama,xd101,giry1241,Giryama,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ad33,Pokomo,xd102,poko1261,Pokomo,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ad35,Meru,xd104,kiku1240,Kikuyu,Atlantic-Congo,EA023,8,No first cousins,1940,"To be distinguished from the tribe of the same name on the southeast slope f Mt. Mero, who are a branch of the Chagga",
Ad39,Sonjo,xd108,temi1247,Temi,Atlantic-Congo,EA023,8,No first cousins,1950,,
Ad40,Tiriki,xd110,idak1243,Idakho-Isukha-Tiriki,Atlantic-Congo,EA023,8,No first cousins,1950,,
Ad42,Haya,xd112,haya1250,Haya,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ad43,Kerewe,xd113,kere1283,Kerewe,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ad45,Nyankole,xd115,nyan1307,Nyankole,Atlantic-Congo,EA023,8,No first cousins,1920,,"But 'cross-cousin' (code ""1"") for the Hima"
Ad5,Mbugwe,xd120,mbug1242,Mbugwe,Atlantic-Congo,EA023,8,No first cousins,1940,,
Ad51,Ngulu,xd122,ngul1246,Ngulu,Atlantic-Congo,EA023,8,No first cousins,1930,,
Ad7,Ganda,xd124,gand1255,Ganda,Atlantic-Congo,EA023,8,No first cousins,1880,Kyaddondo district (V: Kampala),
Ae17,Rega,xd135,lega1249,Lega-Shabunda,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ae18,Songye,xd136,song1303,Songe,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ae21,Kela,xd140,yela1238,Yela-Kela,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ae22,Kutsu,xd141,kusu1252,Kusu,Atlantic-Congo,EA023,8,No first cousins,1900,with special reference to the Bankutu,
Ae25,Tetela,xd144,tete1250,Tetela,Atlantic-Congo,EA023,8,No first cousins,1920,with special reference to the northern Tetela,
Ae29,Poto,xd148,luse1252,Lusengo,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ae41,Kota,xd162,ndas1238,Ndasa,Atlantic-Congo,EA023,8,No first cousins,1940,,
Ae47,Puku,xd168,bata1285,Batanga,Atlantic-Congo,EA023,8,No first cousins,1900,,
Ae52,Fungom,xd174,mmen1238,Mmen,Atlantic-Congo,EA023,8,No first cousins,1950,,
Ae54,Kom,xd176,komc1235,Kom (Cameroon),Atlantic-Congo,EA023,8,No first cousins,1950,,But allowed with FaBrDa
Ae56,Nsaw,xd178,lamn1239,Lamnso',Atlantic-Congo,EA023,8,No first cousins,1950,,
Ae58,Tikar,xd180,tige1238,Tige,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ae6,Luba,xd182,luba1250,Luba-Katanga,Atlantic-Congo,EA023,8,No first cousins,1930,with special reference to the Bena Kalundwe,
Ae9,Fut,xd185,bafu1246,Bafut,Atlantic-Congo,EA023,8,No first cousins,1950,,
Af10,Igbo,xd187,nucl1417,Igbo,Atlantic-Congo,EA023,8,No first cousins,1930,,
Af17,Boki,xd194,boky1238,Bokyi,Atlantic-Congo,EA023,8,No first cousins,1900,,
Af19,Efik,xd196,efik1245,Efik,Atlantic-Congo,EA023,8,No first cousins,1950,,
Af20,Ibibio,xd198,ibib1240,Ibibio,Atlantic-Congo,EA023,8,No first cousins,1910,,
Af24,Edo,xd202,bini1246,Bini,Atlantic-Congo,EA023,8,No first cousins,1900,,
Af25,Isoko,xd203,isok1239,Isoko,Atlantic-Congo,EA023,8,No first cousins,1930,,
Af26,Kukuruku,xd204,yekh1238,Yekhee,Atlantic-Congo,EA023,8,No first cousins,1900,with special reference to the Etsako,
Af27,Eloyi,xd205,eloy1241,Eloyi,Atlantic-Congo,EA023,8,No first cousins,1950,,
Af32,Egba,xd211,egba1238,Egba,Atlantic-Congo,EA023,8,No first cousins,1920,Abeouta Province and Benin,
Af37,Buem,xd216,siwu1238,Siwu,Atlantic-Congo,EA023,8,No first cousins,1900,with special reference to the Akpafu,
Af41,Attie,xd221,atti1239,Attié,Atlantic-Congo,EA023,8,No first cousins,1890,,
Af47,Krahn,xd227,west2488,Western Krahn,Atlantic-Congo,EA023,8,No first cousins,1940,,
Af49,Sapo,xd229,sapo1251,Sapo,Atlantic-Congo,EA023,8,No first cousins,1940,,
Af54,Gbande,xd235,band1352,Bandi,Mande,EA023,8,No first cousins,1930,,
Af55,Gola,xd236,gola1255,Gola,Atlantic-Congo,EA023,8,No first cousins,1950,,
Af56,Ngere,xd237,dann1241,Dan,Mande,EA023,8,No first cousins,1930,with special reference to the Gio of the Ivory Coast,
Af57,Temne,xd238,timn1235,Timne,Atlantic-Congo,EA023,8,No first cousins,1910,,"Entry follows McCulloch; Thomas reports 'matrilateral cross-cousins only' (code ""6"")"
Af58,Vai,xd239,vaii1241,Vai,Mande,EA023,8,No first cousins,1900,,
Af6,Oyo Yoruba,xd240,ilaa1245,Ila (Yoruba),Atlantic-Congo,EA023,8,No first cousins,1950,"Yoruba, with special reference to the Oyo",
Af7,Bete,xd241,dalo1238,Daloa Bété,Atlantic-Congo,EA023,8,No first cousins,1950,,
Ag12,Nankanse,xd247,nank1249,Nankana,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ag13,Kasena,xd248,kase1253,Kasem,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ag15,Balanta,xd250,bala1301,Balanta-Kentohe,Atlantic-Congo,EA023,8,No first cousins,1930,,
Ag18,Bijogo,xd253,bidy1244,Kangaki-Kagbaaga-Kajoko Bidyogo,Atlantic-Congo,EA023,8,No first cousins,1930,,
Ag19,Diola,xd254,ejam1238,Ejamat,Atlantic-Congo,EA023,8,No first cousins,1930,with special reference to the Felup,
Ag3,Dogon,xd266,bank1259,Bankan Tey Dogon,Dogon,EA023,8,No first cousins,1930,,"Formerly 'matrilateral cross-cousins only' (code ""6"")"
Ag37,Awuna,xd274,awun1244,Awuna,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ag39,Dagara,xd276,sout2789,Central Dagaare,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ag40,Isala,xd278,tumu1242,Tumulung Sisaala,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ag41,Kusasi,xd279,kusa1250,Kusaal,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ag44,Dagomba,xd282,dagb1246,Dagbani,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ag45,Gurma,xd283,gour1243,Gourmanchéma,Atlantic-Congo,EA023,8,No first cousins,1930,with special reference to those in the Diapaga region,
Ag46,Manprusi,xd284,mamp1244,Mampruli,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ag49,Kabre,xd287,kabi1261,Kabiyé,Atlantic-Congo,EA023,8,No first cousins,1930,,
Ag51,Somba,xd290,dita1238,Ditammari,Atlantic-Congo,EA023,8,No first cousins,1940,,
Ag53,Bisa,xd292,biss1248,Bissa,Mande,EA023,8,No first cousins,1960,with special reference to those of Garango,
Ah12,Basakomo,xd301,basa1282,Basa (Nigeria),Atlantic-Congo,EA023,8,No first cousins,1920,,
Ah15,Reshe,xd304,resh1242,Reshe,Atlantic-Congo,EA023,8,No first cousins,1920,,"Entry follows Harris; Gunn and Conant report 'cross-cousin' (code ""1"")"
Ah19,Adara,xd308,kada1284,Kadara,Atlantic-Congo,EA023,8,No first cousins,1930,,
Ah20,Kagoro,xd310,kago1246,Kagoro (Nigeria),Atlantic-Congo,EA023,8,No first cousins,1920,,
Ah21,Kurama,xd311,kura1249,Kurama,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ah25,Tigon,xd315,tigo1236,Tigon Mbembe,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ah30,Longuda,xd321,long1389,Longuda,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ah31,Mumuye,xd322,nucl1240,Mumuye,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ah32,Vere,xd323,momj1237,Mom Jango,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ah33,Yungur,xd324,bena1260,Bena (Nigeria),Atlantic-Congo,EA023,8,No first cousins,1920,,
Ah34,Bata,xd325,bata1314,Bata,Afro-Asiatic,EA023,8,No first cousins,1920,with special reference to the Malabu,But marriage is allowed with a MoSiDa
Ah35,Bura,xd326,bura1292,Bura-Pabir,Afro-Asiatic,EA023,8,No first cousins,1920,,
Ah37,Hwana,xd328,hwan1240,Hwana,Afro-Asiatic,EA023,8,No first cousins,1920,,
Ah38,Kapsiki,xd329,psik1239,Psikye,Afro-Asiatic,EA023,8,No first cousins,1930,,
Ah7,Mafa,xd334,mafa1239,Mafa,Afro-Asiatic,EA023,8,No first cousins,1940,,
Ah8,Bafute,xd335,vute1244,Vute,Atlantic-Congo,EA023,8,No first cousins,1910,,
Ah9,Anaguta,xd336,igut1238,Iguta,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ai1,Banda,xd337,west2458,West Central Banda,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ai10,Otoro,xd338,otor1240,Otoro,Heibanic,EA023,8,No first cousins,1940,Nuba Hills,
Ai11,Mangbetu,xd339,nucl1420,Nuclear Mangbetu,Central Sudanic,EA023,8,No first cousins,1900,,
Ai12,Fali,xd340,sout2782,South Fali,Atlantic-Congo,EA023,8,No first cousins,1950,,
Ai2,Nyaro,xd348,kooo1244,Ko,Heibanic,EA023,8,No first cousins,1940,,
Ai23,Bwaka,xd352,ngba1284,Ngbaka Ma'bo,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ai29,Lendu,xd358,lend1245,Lendu,Central Sudanic,EA023,8,No first cousins,1920,,
Ai3,Azande,xd359,zand1248,Zande,Atlantic-Congo,EA023,8,No first cousins,1920,,
Ai35,Bongo,xd365,bong1285,Bongo,Central Sudanic,EA023,8,No first cousins,1870,,
Ai37,Koalib,xd367,koal1240,Koalib-Rere,Heibanic,EA023,8,No first cousins,1940,,
Ai38,Korongo,xd368,kron1241,Krongo,Kadugli-Krongo,EA023,8,No first cousins,1930,,
Ai42,Tullishi,xd373,tuli1249,Tulishi,Kadugli-Krongo,EA023,8,No first cousins,1940,,
Ai43,Nyimang,xd374,amas1236,Ama (Sudan),Nyimang,EA023,8,No first cousins,1930,,
Ai44,Anuak,xd375,anua1242,Anuak,Nilotic,EA023,8,No first cousins,1920,,
Ai45,Meban,xd376,maba1273,Mabaan,Nilotic,EA023,8,No first cousins,1930,,
Ai46,Koma,xd377,komo1258,Komo (Sudan),Koman,EA023,8,No first cousins,1930,,
Ai47,Mao,xd378,hozo1236,Hozo,Blue Nile Mao,EA023,8,No first cousins,1939,Northern division,
Aj12,Lotuko,xd387,otuh1238,Otuho,Nilotic,EA023,8,No first cousins,1920,,
Aj13,Pojulu,xd388,poju1239,Pöjulu,Nilotic,EA023,8,No first cousins,1930,,
Aj14,Kakwa,xd389,kakw1240,Kakwa,Nilotic,EA023,8,No first cousins,1931,,
Aj15,Kuku,xd390,kuku1285,Kuku,Nilotic,EA023,8,No first cousins,1900,,
Aj21,Jie,xd397,jiee1239,Jie,Nilotic,EA023,8,No first cousins,1930,,
Aj22,Labwor,xd398,labw1238,Labwor,Nilotic,EA023,8,No first cousins,1930,,
Aj26,Hill Suk,xd402,west2492,West Pokot,Nilotic,EA023,8,No first cousins,1910,,
Aj28,Tatoga,xd404,dato1239,Barabayiiga-Gisamjanga,Nilotic,EA023,8,No first cousins,1940,,
Aj4,Lango,xd409,lang1324,Lango (Uganda),Nilotic,EA023,8,No first cousins,1920,,
Aj7,Nandi,xd412,nand1266,Nandi,Nilotic,EA023,8,No first cousins,1910,,
Aj9,Kipsigis,xd414,kips1239,Kipsigis,Nilotic,EA023,8,No first cousins,1920,,
Ca10,Esa,xd416,nort3051,Northern Somali,Afro-Asiatic,EA023,8,No first cousins,1880,,
Ca11,Arusi,xd417,bora1271,Borana-Arsi-Guji Oromo,Afro-Asiatic,EA023,8,No first cousins,1890,,
Ca22,Male,xd429,male1284,Male (Ethiopia),Ta-Ne-Omotic,EA023,8,No first cousins,1950,,
Ca27,Anfillo,xd434,anfi1235,Anfillo,Ta-Ne-Omotic,EA023,8,No first cousins,1930,,
Ca28,Basketo,xd435,bask1236,Basketo,Ta-Ne-Omotic,EA023,8,No first cousins,1950,,
Ca30,Kafa,xd438,kafa1242,Kafa,Ta-Ne-Omotic,EA023,8,No first cousins,1890,Kafa Kingdom,
Ca40,Baditu,xd449,koor1239,Koorete,Ta-Ne-Omotic,EA023,8,No first cousins,1950,,
Cb10,Karekare,xd459,kare1348,Karekare,Afro-Asiatic,EA023,8,No first cousins,1920,,
Cb17,Fur,xd466,furr1244,Fur,Furan,EA023,8,No first cousins,1880,Jebel Marra,
Cb27,Bachama,xd477,baca1246,Bacama,Afro-Asiatic,EA023,8,No first cousins,1920,,
Cb28,Dera,xd478,dera1248,Dera (Nigeria),Afro-Asiatic,EA023,8,No first cousins,1920,,
Cb8,Bororo Fulani,xd485,boro1274,Bororo of Kano and Zaria,Atlantic-Congo,EA023,8,No first cousins,1920,with special reference to the Bororo Fulani of Skoto,
Cf4,Brazilians,xd539,braz1246,Brazilian Portuguese,Indo-European,EA023,8,No first cousins,1940,with special reference to the village of Cruz das Almas near Sao Paulo,
Ch10,Romanians,xd547,baya1255,Bayash-Rudar,Indo-European,EA023,8,No first cousins,1910,,
Ch9,Lithuanians,xd573,lith1251,Lithuanian,Indo-European,EA023,8,No first cousins,1930,,
Ci2,Khevsur,xd578,xevs1238,Xevsur,Kartvelian,EA023,8,No first cousins,1930,,
Ea5,Nuristani,xd604,kamv1242,Kamviri,Indo-European,EA023,8,No first cousins,1890,,
Eb4,Dagur,xd612,daur1238,Dagur,Mongolic,EA023,8,No first cousins,1940,with special reference to the Botaha area,
Ed1,Koreans,xd638,kore1280,Korean,Koreanic,EA023,8,No first cousins,1950,Kanghwa Island,
Ee2,Burusho,xd654,buru1296,Burushaski,,EA023,8,No first cousins,1930,Hunza State,
